Player Name,Player Jersey Number,Player Position,Player Age,Player Weight (lbs.),Years Played,"Player Birthplace (city, town, etc.)",Player Birth State,Player Birthplace (Combo),Player College,Player Team,Conference,2016 Population Estimates (except where otherwise noted),State GEO ID,Full GEOID,Latitude (player birthplace),Longitude (player birthplace),Number from City,Number of Records,American FactFinder Link for more Census data points,Quickfacts Link,State Data Link,Source (Population States 2017),"Birthplace, Population Data Source"
Nicholas Grigsby,#50,LB/MLB,25.0,230.0,2,Trotwood,Ohio,"Trotwood, Ohio",Pittsburgh,New England,AFC,"24,331",39.0,0400000US39,39.797279,-84.311333,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Trotwood city, Ohio/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/TrotwoodcityOhio,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Ohio/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Ryan Allen,#6,P/HLD,27.0,220.0,5,Salem,Oregon,"Salem, Oregon",Louisiana Tech,New England,AFC,"1,67,419",41.0,0400000US41,44.939157,-123.033121,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Salem city, Oregon/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/SalemcityOregon,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Oregon/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Brian Hoyer,#2,QB,32.0,215.0,9,North Olmsted,Ohio,"North Olmsted, Ohio",Michigan State,New England,AFC,"31,817",39.0,0400000US39,41.415603,-81.923473,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/North Olmsted city, Ohio/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/NorthOlmstedcityOhio,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Ohio/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
David Harris,#45,LB/MLB,33.0,250.0,11,Grand Rapids,Michigan,"Grand Rapids, Michigan",Michigan,New England,AFC,"1,96,445",26.0,0400000US26,42.96336,-85.668086,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Grand Rapids city, Michigan/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/GrandRapidscityMichigan,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Michigan/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Eric Lee,#55,DE/RDE,23.0,260.0,1,Panama City,Florida,"Panama City, Florida",South Florida,New England,AFC,"37,635",12.0,0400000US12,30.160083,-85.654573,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Panama City city, Florida/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/PanamaCitycityFlorida,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Florida/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Vincent Valentine,#99,DT,23.0,320.0,2,Edwardsville,Illinois,"Edwardsville, Illinois",Nebraska,New England,AFC,"25,071",17.0,0400000US17,38.811436,-89.953157,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Edwardsville city, Illinois/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/EdwardsvillecityIllinois,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Illinois/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Joe Cardona,#49,LB/LS,25.0,245.0,3,El Cajon,California,"El Cajon, California",Navy,New England,AFC,"1,03,768",6.0,0400000US06,32.794773,-116.962527,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/El Cajon city, California/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/ElCajoncityCalifornia,https://factfinder.census.gov/bkmk/cf/1.0/en/state/California/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
David Andrews,#60,C,25.0,295.0,3,Johns Creek,Georgia,"Johns Creek, Georgia",Georgia,New England,AFC,"83,873",13.0,0400000US13,34.018156,-84.190196,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Johns Creek city, Georgia/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/JohnsCreekcityGeorgia,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Georgia/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Marquis Flowers,#59,LB/LLB,25.0,250.0,4,Phoenix,Arizona,"Phoenix, Arizona",Arizona,New England,AFC,"16,15,017",4.0,0400000US04,33.446768,-112.075672,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Phoenix city, Arizona/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/PhoenixcityArizona,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Arizona/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Kyle Van Noy,#53,LB/LLB,26.0,243.0,4,Reno,Nevada,"Reno, Nevada",Brigham Young,New England,AFC,"2,45,255",32.0,0400000US32,39.52927,-119.813674,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Reno city, Nevada/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/RenocityNevada,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Nevada/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Dwayne Allen,#83,TE,27.0,265.0,6,Fayetteville,North Carolina,"Fayetteville, North Carolina",Clemson,New England,AFC,"2,04,759",37.0,0400000US37,35.052993,-78.878706,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Fayetteville city, North Carolina/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/FayettevillecityNorthCarolina,https://factfinder.census.gov/bkmk/cf/1.0/en/state/North Carolina/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Kenny Britt,#85,WR,29.0,223.0,9,Bayonne,New Jersey,"Bayonne, New Jersey",Rutgers,New England,AFC,"66,238",34.0,0400000US34,40.668714,-74.114309,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Bayonne city, New Jersey/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/BayonnecityNewJersey,https://factfinder.census.gov/bkmk/cf/1.0/en/state/New Jersey/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Ricky Jean Francois,#94,DT/LDE,31.0,313.0,9,Miami,Florida,"Miami, Florida",LSU,New England,AFC,"4,53,579",12.0,0400000US12,25.774266,-80.193659,2,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Miami city, Florida/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/MiamicityFlorida,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Florida/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Caleb Kidder,#64,DE,23.0,269.0,R,Helena,Montana,"Helena, Montana",Montana,New England,AFC,"31,169",30.0,0400000US30,46.592712,-112.036109,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Helena city, Montana/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/HelenacityMontana,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Montana/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Ted Karras,#75,G/C,24.0,305.0,2,Chicago,Illinois,"Chicago, Illinois",Illinois,New England,AFC,"27,04,958",17.0,0400000US17,41.875555,-87.624421,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Chicago city, Illinois/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/ChicagocityIllinois,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Illinois/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Jacob Hollister,#47,TE,24.0,239.0,R,Bend,Oregon,"Bend, Oregon",Wyoming,New England,AFC,"91,122",41.0,0400000US41,44.058173,-121.31531,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Bend city, Oregon/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/BendcityOregon,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Oregon/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Geneo Grissom,#96,DE/LDE,25.0,265.0,3,Hutchinson,Kansas,"Hutchinson, Kansas",Oklahoma,New England,AFC,"41,310",20.0,0400000US20,38.060844,-97.929774,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Hutchinson city, Kansas/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/HutchinsoncityKansas,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Kansas/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Lawrence Guy,#93,DE/LDE,27.0,305.0,7,Las Vegas,Nevada,"Las Vegas, Nevada",Arizona State,New England,AFC,"6,32,912",32.0,0400000US32,36.166286,-115.149225,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Las Vegas city, Nevada/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/LasVegascityNevada,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Nevada/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Tom Brady,#12,QB,40.0,225.0,18,San Mateo,California,"San Mateo, California",Michigan,New England,AFC,"1,03,959",6.0,0400000US06,37.496904,-122.333057,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/San Mateo city, California/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/SanMateocityCalifornia,https://factfinder.census.gov/bkmk/cf/1.0/en/state/California/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Derek Rivers,#95,DE,23.0,250.0,R,Kinston,North Carolina,"Kinston, North Carolina",Youngstown State,New England,AFC,"20,923",37.0,0400000US37,35.262664,-77.581635,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Kinston city, North Carolina/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/KinstoncityNorthCarolina,https://factfinder.census.gov/bkmk/cf/1.0/en/state/North Carolina/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Deatrich Wise Jr.,#91,DE/LDT,23.0,271.0,R,Carrollton,Texas,"Carrollton, Texas",Arkansas,New England,AFC,"1,33,351",48.0,0400000US48,32.953735,-96.890282,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Carrollton city, Texas/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/CarrolltoncityTexas,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Texas/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Adam Butler,#70,DT/RDT,23.0,300.0,R,Duncanville,Texas,"Duncanville, Texas",Vanderbilt,New England,AFC,"39,457",48.0,0400000US48,32.6518,-96.908337,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Duncanville city, Texas/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/DuncanvillecityTexas,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Texas/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Cole Croston,#74,T/LOG,24.0,315.0,R,Sergeant Bluff,Iowa,"Sergeant Bluff, Iowa",Iowa,New England,AFC,"4,551",19.0,0400000US19,42.403882,-96.35864,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Sergeant Bluff city, Iowa/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/SergeantBluffcityIowa,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Iowa/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Joe Thuney,#62,G/LOG,25.0,305.0,2,Centerville,Ohio,"Centerville, Ohio",North Carolina State,New England,AFC,"23,817",39.0,0400000US39,39.628393,-84.159382,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Centerville city, Ohio/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/CentervillecityOhio,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Ohio/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
LaAdrian Waddle,#68,T/LOT,26.0,315.0,5,College Station,Texas,"College Station, Texas",Texas Tech,New England,AFC,"1,12,141",48.0,0400000US48,30.625346,-96.327154,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/College Station city, Texas/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/CollegeStationcityTexas,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Texas/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Rob Gronkowski,#87,TE,28.0,265.0,8,Williamsville,New York,"Williamsville, New York",Arizona,New England,AFC,"5,236",36.0,0400000US36,42.963784,-78.737726,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Williamsville village, New York/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/WilliamsvillecityNewYork,https://factfinder.census.gov/bkmk/cf/1.0/en/state/New York/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Martellus Bennett,#88,TE,30.0,275.0,10,Houston,Texas,"Houston, Texas",Texas A&M,New England,AFC,"23,03,482",48.0,0400000US48,29.758938,-95.367697,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Houston city, Texas/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/HoustoncityTexas,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Texas/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Alan Branch,#97,DT/LDT,33.0,350.0,11,Albuquerque,New Mexico,"Albuquerque, New Mexico",Michigan,New England,AFC,"5,59,277",35.0,0400000US35,35.084103,-106.650985,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Albuquerque city, New Mexico/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/AlbuquerquecityNewMexico,https://factfinder.census.gov/bkmk/cf/1.0/en/state/New Mexico/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Nate Solder,#77,T/LOT,29.0,325.0,7,Denver,Colorado,"Denver, Colorado",Colorado,New England,AFC,"6,93,060",8.0,0400000US08,39.739154,-104.984703,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Denver city, Colorado/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/DenvercityColorado,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Colorado/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Brandon Bolden,#38,RB/SPTM,27.0,220.0,6,Baton Rouge,Louisiana,"Baton Rouge, Louisiana",Mississippi,New England,AFC,"2,27,715",22.0,0400000US22,30.450746,-91.154551,2,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Baton Rouge city, Louisiana/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/BatonRougecityLouisiana,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Louisiana/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Destiny Vaeao,#97,DT/LDT,24.0,299.0,2,Pago Pago,American Samoa,"Pago Pago, American Samoa",Washington State,Philadelphia,NFC,"55,519 (2010 Census)",75.0,0400000US75,-14.252294,-170.71345,1,1,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DPAS/ASDP1?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DPAS/ASDP1,https://factfinder.census.gov/bkmk/table/1.0/en/DEC/10_DPAS/ASDP1?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2010 Census, American Samoa","U.S. Census Bureau, 2010 Census, American Samoa"
Ronald Darby,#41,CB/RCB,24.0,193.0,3,Oxon Hill,Maryland,"Oxon Hill, Maryland",Florida State,Philadelphia,NFC,"18,397",24.0,0400000US24,38.803596,-76.989657,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Oxon Hill CDP, Maryland/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/OxonHillcityMaryland,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Maryland/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2012-2016 American Community Survey Five Year Estimates "
Malcolm Jenkins,#27,S/SS/SPTM,30.0,204.0,9,Piscataway,New Jersey,"Piscataway, New Jersey",Ohio State,Philadelphia,NFC,"57,432",34.0,0400000US34,40.546255,-74.466041,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Piscataway township, Middlesex County, New Jersey/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/PiscatawaycityNewJersey,https://factfinder.census.gov/bkmk/cf/1.0/en/state/New Jersey/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2012-2016 American Community Survey Five Year Estimates "
Rick Lovato,#45,LB/LS,25.0,249.0,1,Middletown,New Jersey,"Middletown, New Jersey",Old Dominion,Philadelphia,NFC,"65,995",34.0,0400000US34,39.271226,-74.743496,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Middletown township, Monmouth County, New Jersey/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/MiddletowncityNewJersey,https://factfinder.census.gov/bkmk/cf/1.0/en/state/New Jersey/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2012-2016 American Community Survey Five Year Estimates "
Nigel Bradham,#53,LB/LLB,28.0,241.0,6,Crawfordville,Florida,"Crawfordville, Florida",Florida State,Philadelphia,NFC,"4,115",12.0,0400000US12,30.176036,-84.375178,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Crawfordville CDP, Florida/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/CrawfordvillecityFlorida,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Florida/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2012-2016 American Community Survey Five Year Estimates "
Corey Clement,#30,KR/RB,23.0,220.0,R,Glassboro,New Jersey,"Glassboro, New Jersey",Wisconsin,Philadelphia,NFC,"19,835",34.0,0400000US34,39.702768,-75.111943,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Glassboro borough, New Jersey/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/GlassborocityNewJersey,https://factfinder.census.gov/bkmk/cf/1.0/en/state/New Jersey/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Derek Barnett,#96,DE/RDE,21.0,259.0,R,Nashville,Tennessee,"Nashville, Tennessee",Tennessee,Philadelphia,NFC,"6,60,388",47.0,0400000US47,36.16223,-86.774353,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Nashville-Davidson metropolitan government (balance), Tennessee/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/NashvillecityTennessee,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Tennessee/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Vinny Curry,#75,DE/RDE,29.0,279.0,6,Neptune,New Jersey,"Neptune, New Jersey",Marshall,Philadelphia,NFC,"4,731",34.0,0400000US34,40.223998,-74.047822,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Neptune township, Monmouth County, New Jersey/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/NeptunecityNewJersey,https://factfinder.census.gov/bkmk/cf/1.0/en/state/New Jersey/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Jay Ajayi,#36,RB,24.0,223.0,3,London,England,"London, England",Boise State,Philadelphia,NFC,65.1 M (UK),74.0,0400000US74,51.507322,-0.127647,1,1,https://www.census.gov/popclock/world/uk?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,https://www.census.gov/popclock/world/uk,https://www.census.gov/popclock/world/uk?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, International Data Base (demographic data) - United Kingdom","U.S. Census Bureau, International Data Base (demographic data) - United Kingdom"
Wendell Smallwood,#28,RB/KR,23.0,208.0,2,Wilmington,Delaware,"Wilmington, Delaware",West Virginia,Philadelphia,NFC,"71,442",10.0,0400000US10,39.745947,-75.546589,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Wilmington city, Delaware/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/WilmingtoncityDelaware,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Delaware/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
Rodney McLeod,#23,S/FS,27.0,195.0,6,Hyattsville,Maryland,"Hyattsville, Maryland",Virginia,Philadelphia,NFC,"18,449",24.0,0400000US24,38.95325,-76.940852,1,1,"https://factfinder.census.gov/bkmk/cf/1.0/en/place/Hyattsville city, Maryland/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau",https://www.census.gov/quickfacts/fact/table/HyattsvillecityMaryland,https://factfinder.census.gov/bkmk/cf/1.0/en/state/Maryland/ALL?utm_campaign=20180129dvz&utm_medium=viz&utm_source=tableau,"U.S. Census Bureau, 2017 Annual Estimates of the Resident Population","U.S. Census Bureau, 2016 Annual Estimates of the Resident Population"
